probe_id,205121980077_R01C01.AVG_Beta,205121980077_R02C01.AVG_Beta,205121980077_R03C01.AVG_Beta,205121980077_R04C01.AVG_Beta,205121980077_R05C01.AVG_Beta,205121980077_R06C01.AVG_Beta,205121980077_R07C01.AVG_Beta,205121980077_R08C01.AVG_Beta,IlmnID,CHR,MAPINFO,UCSC_RefGene_Name,Relation_to_UCSC_CpG_Island,chrom_hg19,pos_hg19,chrom_hg38,pos_hg38,liftover_mapped,beta_mean,beta_std
cg05567269,0.8741366,0.8894207,0.9007286,0.743426,0.8975309,0.885826,0.8739139,0.8957276,cg05567269,15,30027910,TJP1;TJP1,,chr15,30027910,chr15,29735706,True,0.8700887875,0.052160572222470246
cg05585263,0.5421044,0.5044749,0.4486164,0.4905569,0.480843,0.5244992,0.4684038,0.612753,cg05585263,15,25334879,SNORD116-22,,chr15,25334879,chr15,25089732,True,0.5090314499999999,0.051476035084576696
cg05614333,0.1397161,0.1519921,0.09923796,0.09670432,0.08813635,0.08504176,0.16153,0.07831609,cg05614333,15,27111774,GABRA5;GABRA5,N_Shore,chr15,27111774,chr15,26866627,True,0.11258433500000001,0.03304908332900886
cg05626764,0.02682223,0.02488017,0.01746393,0.01297361,0.02158909,0.02065019,0.01748401,0.05344561,cg05626764,15,26095764,ATP10A,,chr15,26095764,chr15,25850617,True,0.024413604999999998,0.0125254506855157
cg05665095,0.1686316,0.172973,0.1132813,0.3035822,0.1542954,0.776231,0.7326339,0.07331254,cg05665095,15,31295094,TRPM1,,chr15,31295094,chr15,31002891,True,0.31186761749999997,0.28125448297270395
cg05678749,0.02207792,0.02358205,0.02439969,0.02392157,0.04667497,0.009572981,0.03689236,0.03225806,cg05678749,15,27216819,GABRG3,Island,chr15,27216819,chr15,26971672,True,0.027422450125,0.011129313297295192
cg05735384,0.09311693,0.09785658,0.2248734,0.1279431,0.1147489,0.1360899,0.1320859,0.1212642,cg05735384,15,32639426,,Island,chr15,32639426,chr15,32347225,True,0.13099736374999998,0.04095492889430454
cg05736011,0.5577495,0.5281566,0.4445479,0.4931665,0.3749212,0.399061,0.3848435,0.6915451,cg05736011,15,25328405,SNORD116-17;SNORD116-19,,chr15,25328405,chr15,25083258,True,0.4842489125,0.10760283432785107
cg05784847,0.5614481,0.4918979,0.6503156,0.5289072,0.5551831,0.6572775,0.6595658,0.6388016,cg05784847,15,31381816,TRPM1,,chr15,31381816,chr15,31089613,True,0.5929246,0.06622535528244233
cg05790451,0.03284258,0.02644302,0.05082455,0.04148759,0.04805069,0.04406279,0.04337834,0.03397866,cg05790451,15,29396200,APBA2;APBA2,Island,chr15,29396200,chr15,29103997,True,0.0401335275,0.008308783015174364
cg05852824,0.2439158,0.2171684,0.08376844,0.1998772,0.2784241,0.2483888,0.2559752,0.09674665,cg05852824,15,26543817,,,chr15,26543817,chr15,26298670,True,0.20303307375000001,0.07362631372061272
cg05858304,0.08058663,0.09751797,0.1192959,0.2262192,0.1291028,0.5756081,0.610053,0.1065707,cg05858304,15,31294401,TRPM1,,chr15,31294401,chr15,31002198,True,0.24311928749999998,0.22041159181274814
cg05864627,0.6824409,0.6551539,0.5131423,0.5767491,0.5097191,0.6580479,0.6368614,0.76357,cg05864627,15,25323793,SNORD116-14;SNORD116-13,,chr15,25323793,chr15,25078646,True,0.624460575,0.08682566157261423
cg05881762,0.1732821,0.0566237,0.05239806,0.2408307,0.1082347,0.08841296,0.04499915,0.08437956,cg05881762,15,25684849,UBE3A,S_Shore,chr15,25684849,chr15,25439702,True,0.10614511625,0.06815954197229697
cg05894557,0.5882226,0.5475356,0.5517328,0.6335953,0.154047,0.1278898,0.1167867,0.7866342,cg05894557,15,25227036,PAR-SN;SNORD107,,chr15,25227036,chr15,24981889,True,0.4383055,0.263839300011422
cg05951178,0.4607612,0.4906127,0.5205039,0.4559031,0.4453616,0.319224,0.5068434,0.6753894,cg05951178,15,25328739,SNORD116-17;SNORD116-19,,chr15,25328739,chr15,25083592,True,0.4843249125,0.09892325674334536
cg05960502,0.9074556,0.9193873,0.8722572,0.7119275,0.8461477,0.8307052,0.8309112,0.9167545,cg05960502,15,25903875,,,chr15,25903875,chr15,25658728,True,0.854443275,0.06837384119358075
cg05990812,0.5661026,0.5443854,0.51475,0.5811478,0.5495826,0.5439289,0.6072252,0.5527277,cg05990812,15,25419769,SNORD115-3,,chr15,25419769,chr15,25174622,True,0.557481275,0.027710250656326225
cg05991857,0.01936895,0.007701787,0.01511915,0.008528972,0.01258035,0.01734791,0.007508146,0.009309607,cg05991857,15,32828643,,Island,chr15,32828643,chr15,32536442,True,0.012183109000000001,0.004638917273466638
cg06000144,0.3551335,0.4036604,0.2607268,0.3204378,0.4099731,0.1177096,0.3880625,0.3148594,cg06000144,15,31599035,,,chr15,31599035,chr15,31306832,True,0.32132038749999997,0.09666471967037754
cg06049751,0.4401077,0.4338997,0.2519207,0.3639028,0.4493192,0.4478244,0.4652292,0.4240477,cg06049751,15,25478225,SNORD115-35,,chr15,25478225,chr15,25233078,True,0.409531425,0.07052275906947142
cg06059069,0.07336565,0.09725886,0.06574283,0.8677189,0.2450551,0.03723095,0.04600091,0.07489112,cg06059069,15,32964277,SCG5;SCG5,,chr15,32964277,chr15,32672076,True,0.18840804,0.28215553120284137
cg06066676,0.6221586,0.5528435,0.6971117,0.6807543,0.6504769,0.8056571,0.4133251,0.7388094,cg06066676,15,26109543,ATP10A,S_Shore,chr15,26109543,chr15,25864396,True,0.645142075,0.12031064009562614
cg06121514,0.4471481,0.4813559,0.4319669,0.3943045,0.2801664,0.1768675,0.2837418,0.5228595,cg06121514,15,25362188,IPW,,chr15,25362188,chr15,25117041,True,0.377301325,0.11864282441304658
cg06126413,0.8104084,0.8264252,0.782197,0.8201112,0.7918926,0.8341435,0.7914634,0.8825703,cg06126413,15,25301783,SNORD116-9;SNORD116-3,,chr15,25301783,chr15,25056636,True,0.81740145,0.032133173716981565
cg06127174,0.8702804,0.792338,0.6483083,0.7192813,0.7890422,0.8236915,0.8683212,0.722913,cg06127174,15,25472950,SNORD115-15;SNORD115-21;SNORD115-32,,chr15,25472950,chr15,25227803,True,0.7792719875,0.07780770226349129
cg06233328,0.9625739,0.9663669,0.9625822,0.9749041,0.9523686,0.9511782,0.9829138,0.9681423,cg06233328,15,28510815,HERC2,,chr15,28510815,chr15,28265669,True,0.96512875,0.010643115943449749
cg06243923,0.6398641,0.6273107,0.7711344,0.6385195,0.6187791,0.7976246,0.1887708,0.5145616,cg06243923,15,30152612,,,chr15,30152612,chr15,29860409,True,0.5995706,0.18857419635676562
cg06243989,0.2956157,0.2535255,0.1998829,0.3097271,0.335392,0.1667334,0.4072165,0.3729985,cg06243989,15,25425615,SNORD115-6,,chr15,25425615,chr15,25180468,True,0.29263645000000005,0.08254878703686166
cg06263473,0.5666054,0.5076725,0.4741526,0.5300789,0.6007936,0.6043076,0.5683087,0.5589488,cg06263473,15,25441607,,,chr15,25441607,chr15,25196460,True,0.5513585125,0.04495531934762521
cg06264653,0.4374834,0.3301839,0.2100282,0.3916076,0.4057576,0.4530034,0.4689647,0.150037,cg06264653,15,25438860,SNORD115-14,,chr15,25438860,chr15,25193713,True,0.355883225,0.11768531475384138
cg06265277,0.1427912,0.1570191,0.1682112,0.1635153,0.1617076,0.1748126,0.1611962,0.1601741,cg06265277,15,30260973,,Island,chr15,30260973,chr15,29968770,True,0.1611784125,0.009238820853865577
cg06278234,0.6927465,0.6169789,0.5245717,0.4905034,0.6279909,0.6620134,0.6658786,0.5875766,cg06278234,15,29499437,FAM189A1,,chr15,29499437,chr15,29207233,True,0.6085325,0.07082189409033664
cg06285293,0.5871311,0.5493497,0.3865052,0.4614526,0.5714094,0.4655665,0.5982906,0.4790466,cg06285293,15,25447222,SNORD115-19;SNORD115-17;SNORD115-18,,chr15,25447222,chr15,25202075,True,0.5123439625,0.07517623220522632
cg06289868,0.2688361,0.2617391,0.2920738,0.25,0.2599976,0.3176115,0.2619535,0.2172489,cg06289868,15,32605028,,Island,chr15,32605028,chr15,32312827,True,0.26618256250000005,0.029409898230257563
cg06290476,0.8719653,0.8141494,0.8824682,0.8578894,0.8939779,0.8833567,0.8477298,0.9175696,cg06290476,15,28422143,HERC2,,chr15,28422143,chr15,28176997,True,0.8711382875,0.0314576330870784
cg06298530,0.1552266,0.2021522,0.08783165,0.16865,0.1880391,0.1108419,0.1954754,0.1452236,cg06298530,15,25481210,SNORD115-11;SNORD115-29;SNORD115-36;SNORD115-43,,chr15,25481210,chr15,25236063,True,0.15668005624999998,0.04083777360070521
cg06314969,0.5233045,0.5125724,0.4543904,0.4885263,0.5451764,0.4762558,0.582492,0.3906356,cg06314969,15,31357535,MIR211;TRPM1,,chr15,31357535,chr15,31065332,True,0.49666917499999996,0.058790776009233416
cg06474427,0.7693989,0.7064063,0.5837492,0.6580492,0.7446415,0.7715336,0.751935,0.7919255,cg06474427,15,25310021,SNORD116-2;SNORD116-6,,chr15,25310021,chr15,25064874,True,0.7222048999999999,0.07014715825275564
cg06502456,0.6984398,0.5907474,0.5152117,0.5676972,0.5440466,0.5299255,0.6320733,0.7094133,cg06502456,15,25304609,SNORD116-4,,chr15,25304609,chr15,25059462,True,0.5984443500000001,0.07467104666635235
cg06525993,0.8846956,0.8633569,0.9146795,0.9119743,0.8916509,0.8916485,0.8988382,0.908191,cg06525993,15,30106104,TJP1;TJP1,,chr15,30106104,chr15,29813901,True,0.8956293625,0.01686454659827935
cg06530883,0.6386526,0.5574138,0.6214349,0.6479756,0.5952381,0.7277705,0.5744106,0.7726257,cg06530883,15,30699977,,,chr15,30699977,chr15,30407774,True,0.6419402249999999,0.07444968321996791
cg06572812,0.5742767,0.6188176,0.3160714,0.3141139,0.5415791,0.6124402,0.689212,0.4018724,cg06572812,15,27110587,GABRA5,N_Shore,chr15,27110587,chr15,26865440,True,0.5085479125,0.14502970867947257
cg06618490,0.344337,0.3530267,0.1473631,0.3034496,0.332261,0.4064879,0.397446,0.2884673,cg06618490,15,25509686,HBII-52-45,,chr15,25509686,chr15,25264539,True,0.321604825,0.0813831737699727
cg06721137,0.647585,0.5686709,0.4621312,0.3824135,0.6159799,0.4700881,0.7248781,0.3903695,cg06721137,15,27643990,GABRG3,,chr15,27643990,chr15,27398844,True,0.5327645249999999,0.12541622604931774
cg06747254,0.6917404,0.6534789,0.3954032,0.6074035,0.5999487,0.6736668,0.5548515,0.6598901,cg06747254,15,25471927,SNORD115-15;SNORD115-21;SNORD115-31,,chr15,25471927,chr15,25226780,True,0.6045478875,0.09567616590677769
cg06792044,0.6987973,0.8168425,0.8902103,0.7537541,0.8623406,0.7718722,0.8656798,0.8886647,cg06792044,15,31234080,MTMR10;MTMR15,,chr15,31234080,chr15,30941877,True,0.8185201875,0.07062076558379449
cg06795649,0.1120086,0.07991231,0.1749428,0.0712345,0.06952332,0.06179864,0.09422815,0.0601353,cg06795649,15,30135976,,,chr15,30135976,chr15,29843773,True,0.09047295250000001,0.03831479095454345
cg06819813,0.4159015,0.3574256,0.2523994,0.2805693,0.3076755,0.143514,0.3002721,0.3741311,cg06819813,15,25471851,SNORD115-15;SNORD115-21;SNORD115-31,,chr15,25471851,chr15,25226704,True,0.3039860625,0.0839127033021297
cg06841693,0.8405967,0.8310516,0.8251279,0.7797952,0.8692476,0.8997918,0.80668,0.7269052,cg06841693,15,28249501,OCA2,S_Shore,chr15,28249501,chr15,28004355,True,0.8223995,0.05315629791062257
cg06842781,0.01403204,0.01091202,0.0167727,0.005938038,0.01445273,0.01805675,0.008837526,0.008948741,cg06842781,15,29562077,NDNL2;FAM189A1,Island,chr15,29562077,chr15,29269873,True,0.012243818125,0.004248947528472247
cg06854399,0.649178,0.5482722,0.4145348,0.513886,0.5728441,0.7505494,0.704105,0.4481626,cg06854399,15,25455020,SNORD115-15;SNORD115-21;SNORD115-22,,chr15,25455020,chr15,25209873,True,0.5751915125,0.1190909171158794
cg06861988,0.4606661,0.4775436,0.4412992,0.4382232,0.216413,0.3458285,0.2195477,0.6283099,cg06861988,15,25319513,,,chr15,25319513,chr15,25074366,True,0.4034789,0.13840436696347408
cg06870531,0.9550878,0.9638108,0.96639,0.9661958,0.9657866,0.971029,0.970337,0.9737786,cg06870531,15,25959061,ATP10A,Island,chr15,25959061,chr15,25713914,True,0.9665519499999999,0.005685501865271001
cg06996940,0.6144482,0.5783671,0.5211513,0.5200481,0.4982883,0.6657581,0.7103174,0.2012436,cg06996940,15,28197405,OCA2,,chr15,28197405,chr15,27952259,True,0.5387027625,0.15541342972219926
cg06999083,0.05976442,0.04559848,0.05116685,0.1071429,0.1004623,0.05693212,0.0489964,0.06333823,cg06999083,15,32267621,,,chr15,32267621,chr15,31975418,True,0.0666752125,0.02369539359000078
cg07017597,0.1454664,0.4824102,0.4947369,0.6327922,0.3651561,0.05047356,0.1654602,0.6124724,cg07017597,15,32983650,SCG5;SCG5,,chr15,32983650,chr15,32691449,True,0.368620995,0.22373620172273462
cg07020176,0.5090729,0.4252625,0.3006425,0.4471904,0.5018628,0.4917277,0.3024492,0.4343028,cg07020176,15,25473398,SNORD115-15;SNORD115-21;SNORD115-32,,chr15,25473398,chr15,25228251,True,0.42656384999999997,0.08321373058413242
cg07042729,0.4775785,0.4681575,0.4347592,0.2814624,0.4220515,0.5855601,0.5261928,0.216011,cg07042729,15,27184849,GABRA5;GABRA5,,chr15,27184849,chr15,26939702,True,0.426471625,0.12248186564483449
cg07048159,0.5147394,0.5013418,0.4723504,0.483724,0.3618329,0.4118235,0.4050283,0.5340303,cg07048159,15,25303336,SNORD116-4,,chr15,25303336,chr15,25058189,True,0.460608825,0.060801867154547835
cg07050869,0.3257434,0.1971311,0.1080836,0.2028217,0.2737303,0.3213346,0.4390288,0.2551911,cg07050869,15,25426392,SNORD115-7,,chr15,25426392,chr15,25181245,True,0.265383075,0.10029649964186545
cg07061914,0.8190888,0.7627806,0.5941151,0.6650994,0.7762195,0.7292178,0.818032,0.7056075,cg07061914,15,28791162,,,chr15,28791162,chr15,28546016,True,0.7337700875000001,0.07751124210576418
cg07069342,0.2649972,0.4020647,0.5392096,0.5094801,0.3751517,0.1158264,0.3671187,0.1571038,cg07069342,15,28353101,,Island,chr15,28353101,chr15,28107955,True,0.341369025,0.15285208115807114
cg07080785,0.8525561,0.8913044,0.8665133,0.8551772,0.877334,0.7242113,0.8738436,0.8754886,cg07080785,15,31737459,,S_Shelf,chr15,31737459,chr15,31445256,True,0.8520535625000001,0.053139268808318
cg07083172,0.7675264,0.6804861,0.5352527,0.6665402,0.6805509,0.7330691,0.7344298,0.6934624,cg07083172,15,25448194,SNORD115-19;SNORD115-17;SNORD115-18;SNORD115-19;SNORD115-17;SNORD115-18,,chr15,25448194,chr15,25203047,True,0.6864147,0.07012778057863883
cg07100560,0.8915848,0.8772932,0.9056221,0.9078992,0.8885676,0.9006326,0.9111294,0.8770642,cg07100560,15,25953514,ATP10A,,chr15,25953514,chr15,25708367,True,0.8949741375,0.013412998992974535
cg07124017,0.01792153,0.01513702,0.008812978,0.01393212,0.00818222,0.008381689,0.0110853,0.00532373,cg07124017,15,28983122,WHAMML2,Island,chr15,28983122,chr15,28737976,True,0.011097073374999999,0.004231687823470068
cg07138793,0.6292992,0.724322,0.5768979,0.5966144,0.826497,0.8161049,0.7259052,0.7478366,cg07138793,15,28148330,OCA2,Island,chr15,28148330,chr15,27903184,True,0.7054346499999999,0.09534737036679544
cg07144689,0.5313874,0.4721641,0.3300316,0.4649002,0.5034125,0.5237649,0.5324489,0.47941,cg07144689,15,25436496,SNORD115-9;SNORD115-12;SNORD115-10;SNORD115-5,,chr15,25436496,chr15,25191349,True,0.47968995000000003,0.0661541154724762
cg07148167,0.592811,0.6028432,0.4150961,0.4175722,0.6039344,0.701929,0.6367218,0.4123842,cg07148167,15,29403393,APBA2;APBA2,N_Shelf,chr15,29403393,chr15,29111190,True,0.5479114875,0.11512514583755537
cg07193234,0.06689759,0.07197431,0.08899233,0.1177583,0.06625892,0.06682223,0.1713301,0.08713003,cg07193234,15,28341783,OCA2,Island,chr15,28341783,chr15,28096637,True,0.09214547625,0.03648293282841559
cg07216619,0.05737147,0.4151413,0.3984567,0.3588967,0.09154929,0.08044474,0.5795763,0.5942565,cg07216619,15,27035245,,,chr15,27035245,chr15,26790098,True,0.32196162500000003,0.21968684459196444
cg07219400,0.9307556,0.9374431,0.9506637,0.9720016,0.9541674,0.9462586,0.9560459,0.950615,cg07219400,15,31664460,KLF13,Island,chr15,31664460,chr15,31372257,True,0.9497438625,0.012422934702734013
cg07245921,0.5679401,0.5266096,0.4505811,0.5229074,0.578897,0.5513132,0.5871164,0.5381762,cg07245921,15,25444666,SNORD115-16,,chr15,25444666,chr15,25199519,True,0.5404426250000001,0.04327739069183319
cg07248195,0.3948837,0.3393782,0.240087,0.3087171,0.3504948,0.3836603,0.4744866,0.2462262,cg07248195,15,25457439,SNORD115-15;SNORD115-21;HBII-52-24,,chr15,25457439,chr15,25212292,True,0.3422417375,0.07822144868012201
cg07316217,0.7140694,0.6498795,0.5746294,0.5853172,0.689097,0.703467,0.6357285,0.6420547,cg07316217,15,26869577,GABRB3;GABRB3,,chr15,26869577,chr15,26624430,True,0.6492803375,0.05157442636789055
cg07318335,0.8523301,0.8778873,0.5254265,0.7873107,0.8952549,0.8916755,0.9039316,0.9121442,cg07318335,15,25981391,ATP10A,Island,chr15,25981391,chr15,25736244,True,0.8307450999999999,0.12964258507715962
cg07325227,0.7927034,0.7001545,0.6314886,0.7362999,0.7905973,0.742047,0.7797557,0.6721156,cg07325227,15,30516422,,Island,chr15,30516422,chr15,30224219,True,0.73064525,0.05880563694241273
cg07357716,0.1092233,0.08444962,0.2230489,0.06416252,0.06396698,0.068808,0.3376716,0.0640438,cg07357716,15,31764211,,,chr15,31764211,chr15,31472008,True,0.12692184,0.10071594692318052
cg07359604,0.7143105,0.6824803,0.5701988,0.6026294,0.7105545,0.7411508,0.7144364,0.6922553,cg07359604,15,25415763,SNORD115-1,,chr15,25415763,chr15,25170616,True,0.678502,0.0600202101273039
cg07431522,0.4126397,0.3952116,0.1615433,0.2567436,0.4000415,0.4759142,0.42904,0.2207802,cg07431522,15,27210290,,N_Shelf,chr15,27210290,chr15,26965143,True,0.3439892625,0.11413969434743346
cg07435359,0.05015432,0.0472706,0.04584222,0.05572631,0.05781124,0.05638889,0.03289563,0.07124779,cg07435359,15,29862036,FAM189A1,Island,chr15,29862036,chr15,29569832,True,0.052167125,0.011121672487230892
cg07470694,0.5452254,0.3051753,0.3193808,0.6699954,0.3045829,0.4384615,0.3360898,0.05855759,cg07470694,15,26109249,ATP10A,S_Shore,chr15,26109249,chr15,25864102,True,0.37218358625000003,0.1830457522584639
cg07478122,0.5299689,0.5118213,0.433104,0.4870706,0.2663059,0.3335397,0.4151183,0.6080743,cg07478122,15,25230421,PAR5,,chr15,25230421,chr15,24985274,True,0.44812537499999994,0.11042724153837029
cg07489029,0.8267438,0.8175176,0.8613756,0.7768512,0.8216848,0.875783,0.7818145,0.8933465,cg07489029,15,25958878,ATP10A,Island,chr15,25958878,chr15,25713731,True,0.8318896250000001,0.042167892349537044
cg07521193,0.9336483,0.8451311,0.6525725,0.4446602,0.8834341,0.891673,0.940625,0.7991176,cg07521193,15,27819422,,,chr15,27819422,chr15,27574276,True,0.798857725,0.17030680063158077
cg07567273,0.7647617,0.795604,0.8358005,0.8254727,0.8387433,0.8477503,0.8309869,0.8624989,cg07567273,15,28361795,HERC2,N_Shore,chr15,28361795,chr15,28116649,True,0.8252022875,0.031070862336574957
cg07577267,0.262716,0.3429545,0.08052376,0.174959,0.3781219,0.4571153,0.2091184,0.08268031,cg07577267,15,28340213,OCA2,Island,chr15,28340213,chr15,28095067,True,0.24852364625,0.13738231275354118
cg07577668,0.2386997,0.2296122,0.2628324,0.2560279,0.2524185,0.2524759,0.2659579,0.2478367,cg07577668,15,29432172,FAM189A1,,chr15,29432172,chr15,29139969,True,0.25073265,0.012020130087720121
cg07623882,0.03333334,0.0292408,0.03633624,0.04484305,0.03828506,0.03317536,0.03818842,0.0290652,cg07623882,15,29562194,NDNL2;FAM189A1,S_Shore,chr15,29562194,chr15,29269990,True,0.03530843375,0.005255813968225875
cg07624310,0.7198272,0.7239184,0.6168161,0.7134563,0.8245614,0.7779873,0.7930001,0.7475952,cg07624310,15,26235362,,S_Shore,chr15,26235362,chr15,25990215,True,0.73964525,0.06324979634196462
cg07632934,0.6067192,0.5401499,0.4114429,0.4819751,0.548122,0.1353712,0.6381332,0.4811727,cg07632934,15,25422945,SNORD115-9;SNORD115-5;SNORD115-12;SNORD115-10,,chr15,25422945,chr15,25177798,True,0.480385775,0.15711490488594418
cg07664976,0.5824859,0.5655419,0.4917816,0.5825423,0.3655321,0.08339483,0.3296771,0.6352537,cg07664976,15,25344488,SNORD116-26,,chr15,25344488,chr15,25099341,True,0.45452617875,0.1853114859669267
cg07685326,0.5419405,0.5796559,0.5122509,0.6990016,0.5340789,0.55655,0.6281016,0.7132848,cg07685326,15,25380111,PAR1,,chr15,25380111,chr15,25134964,True,0.595608025,0.0765210834644703
cg07698384,0.05518395,0.04808717,0.06450929,0.0642741,0.06509393,0.07896118,0.09173553,0.04869197,cg07698384,15,25684465,UBE3A,S_Shore,chr15,25684465,chr15,25439318,True,0.06456714,0.014915625640763448
cg07699300,0.2578084,0.2676682,0.20664,0.2411516,0.2402484,0.1878326,0.3439562,0.1044218,cg07699300,15,29392964,APBA2;APBA2,N_Shelf,chr15,29392964,chr15,29100761,True,0.23121589999999997,0.06916795298493164
cg07699351,0.3531752,0.3777651,0.1648429,0.3578772,0.4179035,0.5047633,0.5583977,0.2829793,cg07699351,15,31175400,,Island,chr15,31175400,chr15,30883197,True,0.37721302500000004,0.12287376491401654
cg07708016,0.5406322,0.571578,0.5114905,0.4226173,0.5879606,0.5288355,0.638991,0.5373388,cg07708016,15,30511386,,N_Shelf,chr15,30511386,chr15,30219183,True,0.5424304875,0.06298862338723077
cg07711309,0.309994,0.1200712,0.06600391,0.2621897,0.1798694,0.2853864,0.1714125,0.1988962,cg07711309,15,26975942,GABRB3;GABRB3,,chr15,26975942,chr15,26730795,True,0.19922791375,0.08351182720464431
cg07716222,0.6331436,0.5639092,0.7821169,0.6194957,0.6860523,0.6307327,0.3006147,0.7258336,cg07716222,15,25841831,,N_Shore,chr15,25841831,chr15,25596684,True,0.6177373374999999,0.14503493985274166
cg07726456,0.8693091,0.8428016,0.899359,0.9092566,0.8671026,0.9097473,0.8454445,0.9176797,cg07726456,15,28448838,HERC2,,chr15,28448838,chr15,28203692,True,0.88258755,0.0300957036950459
cg07811112,0.9149445,0.4957983,0.8795843,0.5219365,0.431631,0.5626632,0.59,0.5546075,cg07811112,15,29980500,,,chr15,29980500,chr15,29688296,True,0.6188956624999999,0.17862794156844505
cg07814318,0.4771509,0.5818396,0.4641207,0.6816956,0.5155051,0.7774809,0.7046385,0.5491066,cg07814318,15,31624584,KLF13,S_Shelf,chr15,31624584,chr15,31332381,True,0.5939422375,0.11491841619874679
cg07814414,0.8400972,0.8511297,0.8548429,0.8686345,0.8609158,0.8504623,0.8738651,0.8634802,cg07814414,15,31774773,,N_Shore,chr15,31774773,chr15,31482570,True,0.8579284625,0.010939985640227903
cg07834322,0.4292267,0.3260356,0.1221572,0.2154378,0.2459275,0.3681698,0.3880626,0.2872888,cg07834322,15,25438254,SNORD115-13,,chr15,25438254,chr15,25193107,True,0.29778825,0.10113967566045907
cg07880431,0.02650266,0.02420124,0.02574376,0.01836335,0.02056704,0.02606712,0.02544571,0.02571363,cg07880431,15,31508106,,Island,chr15,31508106,chr15,31215903,True,0.02407556375,0.0029798238770530304
cg07881470,0.8435853,0.8451274,0.8691552,0.8498104,0.8535404,0.8539892,0.8483017,0.875351,cg07881470,15,31651072,KLF13,,chr15,31651072,chr15,31358869,True,0.854857575,0.01144605693612434
cg07897695,0.5983379,0.5475019,0.4341039,0.5666481,0.3598748,0.1857835,0.2805803,0.6315331,cg07897695,15,25327919,SNORD116-16;SNORD116-17;SNORD116-19,,chr15,25327919,chr15,25082772,True,0.4505454375,0.16255023398642857
cg07912018,0.2086949,0.2844938,0.195907,0.2213132,0.2881261,0.3474737,0.249712,0.2050327,cg07912018,15,28703058,,S_Shore,chr15,28703058,chr15,28457912,True,0.250094175,0.052944324425940936
cg07943461,0.3027036,0.288041,0.2223807,0.2302367,0.2758135,0.3809474,0.2129158,0.1549085,cg07943461,15,32605243,,Island,chr15,32605243,chr15,32313042,True,0.2584934,0.06869423739166813
cg07945425,0.9337735,0.822091,0.915997,0.9065154,0.9344472,0.9147536,0.9213449,0.931392,cg07945425,15,28376726,HERC2,N_Shore,chr15,28376726,chr15,28131580,True,0.9100393250000001,0.03693208511883671
cg07945925,0.7663957,0.682137,0.5679938,0.7316254,0.7977481,0.8049024,0.7864279,0.7655323,cg07945925,15,25483548,SNORD115-38,,chr15,25483548,chr15,25238401,True,0.737845325,0.07929925088577446
cg07986058,0.02758621,0.02357208,0.04166107,0.03601408,0.06512222,0.01848471,0.02952584,0.03242737,cg07986058,15,26094704,ATP10A,,chr15,26094704,chr15,25849557,True,0.0342991975,0.014361250694961622
cg08042710,0.4360164,0.4043337,0.3332817,0.4613119,0.3513443,0.4679164,0.3888485,0.4611042,cg08042710,15,25434475,SNORD115-11;SNORD115-36;SNORD115-43;SNORD115-29,,chr15,25434475,chr15,25189328,True,0.41301963750000004,0.05211038930884917
cg08051964,0.4282905,0.4318878,0.4368007,0.4312097,0.08929878,0.0497664,0.1520836,0.5201209,cg08051964,15,25330341,SNORD116-18;SNORD116-17;SNORD116-19,,chr15,25330341,chr15,25085194,True,0.3174322975,0.18696696109544533
cg08063317,0.04846037,0.05114166,0.05548326,0.04665769,0.06607244,0.06260055,0.06702849,0.0437275,cg08063317,15,27019248,GABRB3;GABRB3,S_Shore,chr15,27019248,chr15,26774101,True,0.055146495000000004,0.00909812110871721
cg08096702,0.7875528,0.8492023,0.8062213,0.8646032,0.8501996,0.8449063,0.8133605,0.7728269,cg08096702,15,31358323,MIR211;TRPM1,,chr15,31358323,chr15,31066120,True,0.8236091125,0.033343261337763476
cg08099701,0.5928499,0.6989111,0.4715155,0.590365,0.7274889,0.7636622,0.5531499,0.6701933,cg08099701,15,27160007,GABRA5;GABRA5,,chr15,27160007,chr15,26914860,True,0.633516975,0.09827751905425414
cg08100149,0.4767225,0.593453,0.8670702,0.53699,0.7292278,0.5095356,0.5900471,0.5190108,cg08100149,15,31198303,MTMR15;MTMR15;MTMR15;MTMR15,S_Shore,chr15,31198303,chr15,30906100,True,0.6027571249999999,0.13202709994132428
cg08107689,0.2415478,0.1810737,0.2071575,0.1818285,0.1885979,0.4042932,0.2433849,0.1875135,cg08107689,15,29033901,,Island,chr15,29033901,chr15,28788755,True,0.229424625,0.07506499180692403
cg08109568,0.8370764,0.8642839,0.9458449,0.7422513,0.8499777,0.5243111,0.9455819,0.9700499,cg08109568,15,31115862,,,chr15,31115862,chr15,30823659,True,0.8349221375,0.1458813016126657
cg08121164,0.4255367,0.3441247,0.2847916,0.3152059,0.3930622,0.4010669,0.3867704,0.3325101,cg08121164,15,29404922,APBA2;APBA2,N_Shore,chr15,29404922,chr15,29112719,True,0.3603835625,0.04849251830870224
cg08152065,0.3173132,0.3388742,0.2678529,0.2578311,0.3010108,0.2318453,0.3589485,0.1299955,cg08152065,15,27092400,,,chr15,27092400,chr15,26847253,True,0.27545893750000006,0.07253278373821115
cg08154219,0.7159741,0.6313662,0.5064821,0.5668013,0.6701778,0.7663707,0.7510009,0.6818231,cg08154219,15,25416772,SNORD115-2,,chr15,25416772,chr15,25171625,True,0.661249525,0.08973769083858876
